time_s,voltage_v
-2.507812500000e-03,2.452261000000e+00
-2.505278100000e-03,2.452261000000e+00
-2.502743700000e-03,2.452261000000e+00
-2.500209300000e-03,1.326633000000e+00
-2.497674900000e-03,-4.020100000000e-02
-2.495140500000e-03,-4.020100000000e-02
-2.492606100000e-03,-4.020100000000e-02
-2.490071700000e-03,-4.020100000000e-02
-2.487537300000e-03,-4.020100000000e-02
-2.485002900000e-03,-4.020100000000e-02
-2.482468500000e-03,-4.020100000000e-02
-2.479934100000e-03,-4.020100000000e-02
-2.477399700000e-03,0.000000000000e+00
-2.474865300000e-03,-4.020100000000e-02
-2.472330900000e-03,-4.020100000000e-02
-2.469796500000e-03,0.000000000000e+00
-2.467262100000e-03,-4.020100000000e-02
-2.464727700000e-03,-4.020100000000e-02
-2.462193300000e-03,-4.020100000000e-02
-2.459658900000e-03,-4.020100000000e-02
-2.457124500000e-03,-4.020100000000e-02
-2.454590100000e-03,-4.020100000000e-02
-2.452055700000e-03,-4.020100000000e-02
-2.449521300000e-03,-4.020100000000e-02
-2.446986900000e-03,-4.020100000000e-02
-2.444452500000e-03,-4.020100000000e-02
-2.441918100000e-03,-4.020100000000e-02
-2.439383700000e-03,-4.020100000000e-02
-2.436849300000e-03,-4.020100000000e-02
-2.434314900000e-03,-4.020100000000e-02
-2.431780500000e-03,-4.020100000000e-02
-2.429246100000e-03,-4.020100000000e-02
-2.426711700000e-03,-4.020100000000e-02
-2.424177300000e-03,-4.020100000000e-02
-2.421642900000e-03,-4.020100000000e-02
-2.419108500000e-03,-4.020100000000e-02
-2.416574100000e-03,-4.020100000000e-02
-2.414039700000e-03,-4.020100000000e-02
-2.411505300000e-03,-4.020100000000e-02
-2.408970900000e-03,-4.020100000000e-02
-2.406436500000e-03,-4.020100000000e-02
-2.403902100000e-03,-4.020100000000e-02
-2.401367700000e-03,-4.020100000000e-02
-2.398833300000e-03,-4.020100000000e-02
-2.396298900000e-03,0.000000000000e+00
-2.393764500000e-03,-4.020100000000e-02
-2.391230100000e-03,-4.020100000000e-02
-2.388695700000e-03,-4.020100000000e-02
-2.386161300000e-03,-4.020100000000e-02
-2.383626900000e-03,-4.020100000000e-02
-2.381092500000e-03,-4.020100000000e-02
-2.378558100000e-03,0.000000000000e+00
-2.376023700000e-03,-4.020100000000e-02
-2.373489300000e-03,-4.020100000000e-02
-2.370954900000e-03,-4.020100000000e-02
-2.368420500000e-03,-4.020100000000e-02
-2.365886100000e-03,-4.020100000000e-02
-2.363351700000e-03,-4.020100000000e-02
-2.360817300000e-03,-4.020100000000e-02
-2.358282900000e-03,-4.020100000000e-02
-2.355748500000e-03,-4.020100000000e-02
-2.353214100000e-03,-4.020100000000e-02
-2.350679700000e-03,-4.020100000000e-02
-2.348145300000e-03,-4.020100000000e-02
-2.345610900000e-03,-4.020100000000e-02
-2.343076500000e-03,-4.020100000000e-02
-2.340542100000e-03,-4.020100000000e-02
-2.338007700000e-03,-4.020100000000e-02
-2.335473300000e-03,-4.020100000000e-02
-2.332938900000e-03,-4.020100000000e-02
-2.330404500000e-03,0.000000000000e+00
-2.327870100000e-03,-4.020100000000e-02
-2.325335700000e-03,-4.020100000000e-02
-2.322801300000e-03,-4.020100000000e-02
-2.320266900000e-03,-4.020100000000e-02
-2.317732500000e-03,-4.020100000000e-02
-2.315198100000e-03,-4.020100000000e-02
-2.312663700000e-03,-4.020100000000e-02
-2.310129300000e-03,-4.020100000000e-02
-2.307594900000e-03,-4.020100000000e-02
-2.305060500000e-03,-4.020100000000e-02
-2.302526100000e-03,-4.020100000000e-02
-2.299991700000e-03,-4.020100000000e-02
-2.297457300000e-03,-4.020100000000e-02
-2.294922900000e-03,-4.020100000000e-02
-2.292388500000e-03,0.000000000000e+00
-2.289854100000e-03,-4.020100000000e-02
-2.287319700000e-03,-4.020100000000e-02
-2.284785300000e-03,-4.020100000000e-02
-2.282250900000e-03,-4.020100000000e-02
-2.279716500000e-03,-4.020100000000e-02
-2.277182100000e-03,-4.020100000000e-02
-2.274647700000e-03,-4.020100000000e-02
-2.272113300000e-03,-4.020100000000e-02
-2.269578900000e-03,-4.020100000000e-02
-2.267044500000e-03,-4.020100000000e-02
-2.264510100000e-03,-4.020100000000e-02
-2.261975700000e-03,-4.020100000000e-02
-2.259441300000e-03,-4.020100000000e-02
-2.256906900000e-03,0.000000000000e+00
-2.254372500000e-03,-4.020100000000e-02
-2.251838100000e-03,-4.020100000000e-02
-2.249303700000e-03,-4.020100000000e-02
-2.246769300000e-03,-4.020100000000e-02
-2.244234900000e-03,-4.020100000000e-02
-2.241700500000e-03,-4.020100000000e-02
-2.239166100000e-03,-4.020100000000e-02
-2.236631700000e-03,-4.020100000000e-02
-2.234097300000e-03,-4.020100000000e-02
-2.231562900000e-03,-4.020100000000e-02
-2.229028500000e-03,-4.020100000000e-02
-2.226494100000e-03,-4.020100000000e-02
-2.223959700000e-03,-4.020100000000e-02
-2.221425300000e-03,-4.020100000000e-02
-2.218890900000e-03,-4.020100000000e-02
-2.216356500000e-03,-4.020100000000e-02
-2.213822100000e-03,-4.020100000000e-02
-2.211287700000e-03,-4.020100000000e-02
-2.208753300000e-03,-4.020100000000e-02
-2.206218900000e-03,-4.020100000000e-02
-2.203684500000e-03,-4.020100000000e-02
-2.201150100000e-03,0.000000000000e+00
-2.198615700000e-03,-4.020100000000e-02
-2.196081300000e-03,-4.020100000000e-02
-2.193546900000e-03,-4.020100000000e-02
-2.191012500000e-03,-4.020100000000e-02
-2.188478100000e-03,-4.020100000000e-02
-2.185943700000e-03,-4.020100000000e-02
-2.183409300000e-03,-4.020100000000e-02
-2.180874900000e-03,-4.020100000000e-02
